Geneid	alignment_29/RNA-29Aligned.sortedByCoord.out.bam	alignment_30/RNA-30Aligned.sortedByCoord.out.bam	alignment_31/RNA-31Aligned.sortedByCoord.out.bam	alignment_32/RNA-32Aligned.sortedByCoord.out.bam
SLFNL1-AS1	98	69	91	87
SLFNL1	16	13	24	23
SCMH1	3	4	1	8
FOXO6	0	0	0	0
FOXO6-AS1	0	0	0	0
LOC105378678	0	0	0	0
EDN2	0	0	0	0
HIVEP3	0	0	0	0
GUCA2B	0	0	0	0
GUCA2A	0	0	0	0
FOXJ3	15	9	17	10
RIMKLA	0	1	1	0
ZMYND12	1	0	1	0
CCDC30	1	1	0	0
PPCS	2	0	1	1
PPIH	7	8	11	8
YBX1	21	9	10	45
CLDN19	0	0	1	0
P3H1	0	0	0	0
C1orf50	0	1	0	0
TMEM269-DT	6	3	2	5
TMEM269	0	0	0	1
LOC107984946	2	1	0	1
SVBP	9	9	10	15
ERMAP	95	66	70	70
ZNF691	0	0	0	1
LOC339539	1	0	0	0
SLC2A1	0	2	0	5
SLC2A1-AS1	0	2	1	0
FAM183A	0	0	0	0
EBNA1BP2	2	3	2	1
MIR6733	0	0	0	0
CFAP57	3	7	1	5
LOC105378685	2	1	0	0
TMEM125	1	2	0	3
C1orf210	0	1	0	1
TIE1	0	0	0	0
MPL	1	1	0	0
LOC105378687	0	0	0	0
CDC20	2	3	2	3
ELOVL1	1	1	1	1
MIR6734	0	0	0	0
LOC112268225	1	2	3	2
MED8	0	0	0	0
MED8-AS1	129	76	109	120
SZT2	366	305	251	351
SZT2-AS1	52	54	48	46
MIR6735	0	0	0	0
HYI	188	161	159	159
PTPRF	5	9	3	11
KDM4A	2	9	3	10
KDM4A-AS1	437	297	296	322
ST3GAL3	0	0	1	0
ST3GAL3-AS1	0	0	0	0
MIR6079	0	0	0	0
ARTN	0	0	0	0
LOC105378688	5	2	6	1
LOC101929609	87	75	54	75
IPO13	0	1	1	1
DPH2	1	1	1	1
ATP6V0B	0	3	1	1
B4GALT2	2	2	3	2
CCDC24	4	1	4	9
SLC6A9	29	22	25	27
LOC107984948	0	0	0	0
KLF17	0	0	0	0
KLF18	0	0	0	0
DMAP1	1	3	2	2
ERI3	0	0	0	4
ERI3-IT1	4	2	3	0
SNORA110	0	0	0	0
RNF220	80	62	61	86
LOC107984951	0	0	0	0
MIR5584	0	0	0	0
LOC107984950	745	518	605	551
TMEM53	0	0	0	1
SNORD145	0	0	0	0
ARMH1	1	0	0	0
LOC105378690	2	6	0	0
RNU5F-1	0	0	0	0
RNU5D-1	0	0	0	0
KIF2C	0	0	2	2
SNORD160	0	0	0	0
RPS8	22	9	10	45
SNORD55	0	0	0	0
SNORD46	0	0	0	0
SNORD38A	0	0	0	0
SNORD38B	0	0	0	0
BEST4	4	2	2	3
PLK3	0	0	0	1
DYNLT4	10	12	19	17
BTBD19	0	1	0	0
LOC107984952	0	2	0	0
PTCH2	0	2	0	0
EIF2B3	0	0	0	0
HECTD3	0	2	3	3
UROD	1	1	2	2
ZSWIM5	7	4	2	2
LOC105378691	14	13	9	18
LINC01144	1	1	2	0
HPDL	6	2	5	3
MUTYH	56	47	30	41
TOE1	50	44	45	52
TESK2	38	29	32	41
CCDC163	0	0	0	0
MMACHC	5340	3022	3518	3860
PRDX1	50	37	49	41
AKR1A1	4	3	2	1
NASP	11	11	8	11
CCDC17	0	0	0	0
GPBP1L1	5	5	6	4
RPS15AP10	0	0	0	0
TMEM69	12	10	8	7
IPP	27	22	27	44
LOC105378693	0	0	0	0
MAST2	16	20	17	18
LOC105378694	0	0	0	0
P3R3URF-PIK3R3	0	0	0	0
PIK3R3	0	0	0	1
LOC101929626	0	0	1	0
TSPAN1	2	6	3	2
P3R3URF	0	0	0	0
POMGNT1	22	41	27	65
LURAP1	0	0	0	0
RAD54L	96	66	62	68
LRRC41	230	100	137	140
UQCRH	4	1	2	6
NSUN4	2	0	1	1
FAAH	1	2	4	1
FAAHP1	0	0	0	0
LINC01398	0	0	0	0
DMBX1	1	0	0	0
TMEM275	0	0	0	0
MKNK1-AS1	108	92	80	118
KNCN	0	0	0	0
MKNK1	0	0	0	0
MOB3C	0	0	0	0
LOC105378697	0	0	0	0
ATPAF1	2	1	0	1
TEX38	0	0	2	0
EFCAB14-AS1	220	218	217	272
EFCAB14	3	1	4	3
LOC105378698	0	0	0	0
LOC105378699	0	0	0	0
CYP4B1	0	0	0	0
CYP4Z2P	0	0	0	0
CYP4A11	0	0	0	0
CYP4X1	0	0	1	1
CYP4Z1	1	0	0	0
CYP4A22	0	0	0	1
LOC105378701	0	0	0	0
LINC00853	0	0	0	3
PDZK1IP1	0	0	0	1
TAL1	0	0	0	0
STIL	0	1	1	0
CMPK1	9	7	11	18
LINC01389	20	7	19	7
FOXE3	0	0	0	0
FOXD2-AS1	0	0	0	0
FOXD2	0	0	0	0
LINC01738	14	4	13	8
TRABD2B	1	0	2	3
LINC02794	0	0	0	0
SKINT1L	0	0	0	0
SLC5A9	0	4	0	2
SPATA6	0	1	0	0
AGBL4	0	0	0	0
BEND5	0	0	0	0
LOC105378706	0	0	0	0
AGBL4-AS1	0	0	0	0
AGBL4-IT1	0	0	0	0
LOC107984954	0	0	0	0
LOC105378708	0	0	0	0
ELAVL4	0	0	0	0
LOC105378709	0	0	0	0
ELAVL4-AS1	0	0	0	0
LOC105378711	0	0	0	0
LOC105378710	0	0	0	0
LINC02808	0	0	0	0
DMRTA2	0	0	0	1
LOC105378714	5	6	5	4
FAF1	1	0	0	3
FAF1-AS1	0	2	0	3
LOC112268262	0	0	0	0
CDKN2C	2	1	0	1
MIR4421	0	0	0	0
MIR6500	0	0	0	0
C1orf185	0	0	0	0
LINC01562	0	0	0	0
RNF11	5	3	0	7
TTC39A	14	27	21	20
LOC105378717	0	4	0	0
TTC39A-AS1	2	0	2	5
EPS15	0	0	3	2
EPS15-AS1	0	0	0	0
CALR4P	1	0	0	1
LOC105378719	0	0	0	0
OSBPL9	31	21	25	18
NRDC	31	15	33	28
LOC105378721	361	274	235	316
MIR761	0	0	0	0
RAB3B	0	0	0	2
TXNDC12	5	5	1	1
KTI12	0	0	0	0
TXNDC12-AS1	0	0	3	0
BTF3L4	0	0	1	4
LOC107984956	0	0	0	0
ZFYVE9	25	17	22	15
CC2D1B	54	27	44	37
ORC1	0	1	0	4
PRPF38A	1	2	2	2
TUT4	2	0	1	0
LOC105378723	0	0	0	0
GPX7	0	0	0	0
SHISAL2A	0	0	0	0
COA7	0	1	0	0
ZYG11B	0	1	0	0
ZYG11A	0	0	0	1
ECHDC2	3	2	0	2
SCP2	11	10	14	15
PODN	0	0	0	0
SLC1A7	0	0	0	0
LOC105378724	0	0	0	0
CPT2	41	18	32	54
CZIB	133	71	81	94
MAGOH	0	0	0	0
LOC100507564	91	60	64	71
LRP8	13	2	9	9
LOC105378728	70	96	85	64
LOC105378726	55	108	77	74
LINC01771	0	0	0	0
LOC105378731	4	3	2	3
LOC105378730	0	0	0	0
LINC02812	0	0	0	0
SLC25A3P1	0	0	0	0
LOC105378733	0	0	0	0
DMRTB1	0	0	0	0
GLIS1	0	0	0	0
NDC1	1	2	2	2
YIPF1	0	0	0	0
DIO1	2	2	1	1
HSPB11	2	4	1	4
LRRC42	1	0	0	0
LDLRAD1	0	0	0	0
TMEM59	5	3	5	2
TCEANC2	0	0	0	0
MIR4781	0	0	0	0
CDCP2	0	0	0	0
CYB5RL	0	0	0	0
MRPL37	23	9	19	21
SSBP3	15	4	10	10
SSBP3-AS1	6	14	5	19
LOC105378735	0	0	0	0
LINC02784	0	0	0	0
ACOT11	18	9	17	7
FAM151A	566	519	462	543
MROH7-TTC4	0	1	0	0
MROH7	0	0	0	0
TTC4	0	0	0	0
PARS2	0	0	0	0
TTC22	2	0	0	0
LEXM	0	0	0	0
DHCR24	14	11	11	15
DHCR24-DT	0	0	1	0
TRK-CTT7-1	0	0	0	0
LOC105378736	0	0	0	0
TMEM61	0	0	0	0
BSND	0	0	0	0
PCSK9	4	2	2	7
USP24	552	359	439	330
LOC100507634	0	2	1	0
MIR4422HG	0	0	0	0
MIR4422	0	0	0	0
LOC105378740	0	0	0	0
LINC01753	0	0	0	0
LINC01755	0	0	0	0
LOC105378737	0	0	0	0
LOC105378741	0	0	0	0
LINC01767	1	0	0	0
PLPP3	2	2	1	3
LOC101929935	1	0	1	0
PRKAA2	0	0	0	0
FYB2	1	0	0	0
C8A	0	0	0	0
C8B	0	0	0	0
LOC105378745	0	0	0	0
LOC112267900	0	0	0	0
DAB1	0	0	0	0
LOC105378748	0	0	0	0
LOC105378747	0	0	0	0
DAB1-AS1	0	0	0	0
LOC105378746	0	0	0	0
LOC107984960	0	0	0	0
OMA1	0	0	0	1
TACSTD2	0	0	0	0
MYSM1	0	0	1	2
LOC112268263	0	0	0	0
LOC105378751	0	0	0	0
JUN	2	0	0	1
LINC01135	6	6	4	3
LOC101926907	0	2	7	2
LOC107984961	0	0	0	0
LINC02777	1	3	2	1
LINC01358	0	0	0	0
HSD52	0	1	0	0
FGGY-DT	4	7	6	0
FGGY	1	0	3	1
MIR4711	0	0	0	0
LOC101926944	0	0	0	0
LOC105378758	0	0	0	0
HOOK1	3	2	1	3
CYP2J2	0	3	2	3
C1orf87	0	0	0	0
LINC02778	0	0	0	0
LOC107984963	0	0	0	0
LOC105378761	0	0	0	0
LOC107984962	0	0	0	0
LOC107985379	0	0	0	0
LINC01748	0	0	0	0
LOC101926964	0	0	0	0
LOC105378764	0	0	0	0
NFIA-AS2	0	0	0	0
NFIA	0	0	0	1
NFIA-AS1	0	0	0	0
LOC105378766	0	0	0	0
LOC107984964	0	0	0	0
MGC34796	0	0	0	0
TM2D1	1	0	0	2
PATJ	1	0	1	1
MIR12132	0	0	0	0
LOC107984965	0	1	0	0
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	0	0	0	0
KANK4	0	0	0	0
LOC105378768	0	0	1	0
USP1	6	2	4	3
DOCK7	2	0	4	0
ANGPTL3	0	5	0	3
ATG4C	0	0	0	0
LINC01739	0	0	0	0
LINC00466	0	0	0	0
LOC105378770	0	0	0	0
FOXD3-AS1	1	0	0	0
FOXD3	0	0	0	0
MIR6068	0	0	0	0
ALG6	0	0	0	1
ITGB3BP	2	3	1	5
LOC102724319	0	1	0	2
EFCAB7	1	2	0	1
DLEU2L	0	0	0	0
PGM1	1	2	2	7
LOC105378771	0	0	0	0
ROR1	0	1	0	0
LOC105378772	0	0	0	0
ROR1-AS1	0	0	0	0
LOC105378773	0	0	0	1
UBE2U	0	0	0	0
LOC105378774	0	0	0	0
LOC107984966	1	2	0	2
CACHD1	0	0	0	0
MIR4794	0	0	0	0
RAVER2	210	117	151	134
JAK1	5	7	1	6
LINC01359	0	0	0	0
MIR3671	0	0	0	0
MIR101-1	0	0	0	0
AK4	1	2	0	0
DNAJC6	0	0	0	0
LOC102724416	0	1	0	0
LOC112268227	0	0	0	0
LEPR	0	0	1	2
LEPROT	0	0	1	0
PDE4B	0	0	0	0
PDE4B-AS1	0	0	0	0
LOC105378776	0	0	0	0
SGIP1	0	0	0	0
MIR3117	0	0	0	0
DYNLT5	0	0	0	0
INSL5	0	0	0	0
DNAI4	0	0	0	1
MIER1	21	18	12	25
SLC35D1	0	1	4	2
C1orf141	0	0	0	0
IL23R	0	0	0	0
IL12RB2	12	15	11	11
SERBP1	10	5	8	20
LINC01702	0	0	0	0
LOC105378780	0	0	0	0
GADD45A	1	0	0	4
GNG12	4	1	1	3
LOC105378781	0	0	1	0
GNG12-AS1	85	80	60	72
DIRAS3	0	0	0	0
WLS	2	0	2	4
MIR1262	0	0	0	0
LOC105378782	0	0	0	0
RPE65	0	0	0	0
DEPDC1	1	1	0	0
DEPDC1-AS1	0	0	0	0
LOC107984967	0	0	0	0
LOC105378783	0	0	0	0
LINC01707	0	0	0	0
LOC105378787	0	0	0	0
LINC02791	0	0	0	0
LINC01758	0	0	0	0
LOC105378789	0	0	0	0
LOC105378790	0	0	0	0
LRRC7	4	1	1	0
PIN1P1	0	0	0	0
LRRC7-AS1	0	0	0	0
LRRC40	0	0	0	0
SRSF11	22	13	10	24
ANKRD13C	32	24	31	35
HHLA3	1	0	1	2
HHLA3-AS1	3	3	5	2
CTH	0	0	1	1
LOC105378793	0	0	0	0
LOC105378794	0	0	0	0
LINC01788	0	0	0	0
LOC102724572	0	0	0	0
PTGER3	0	0	0	0
LOC107985517	0	0	0	0
ZRANB2-AS1	214	185	208	253
ZRANB2	0	3	3	5
MIR186	0	0	0	0
ZRANB2-AS2	0	0	0	0
LOC105378795	0	0	0	0
NEGR1	1	1	0	2
NEGR1-IT1	0	0	0	0
LOC105378797	0	0	0	0
LOC105378796	0	0	0	0
LOC105378798	0	0	0	0
LINC02796	0	0	0	0
LINC02797	0	0	0	0
LOC105378800	0	0	0	0
LINC01360	0	0	0	0
LOC105378801	0	0	0	0
LOC107985391	0	0	0	0
LOC105378802	0	0	0	0
LINC02238	0	0	0	0
LRRIQ3	0	0	0	0
FPGT-TNNI3K	0	0	0	0
FPGT	0	0	0	2
TNNI3K	0	0	0	0
LOC105378805	0	0	0	0
LRRC53	0	0	0	0
ERICH3	0	0	0	0
ERICH3-AS1	0	0	0	0
CRYZ	0	0	1	1
TYW3	3	1	5	2
LHX8	0	0	0	0
SLC44A5	0	0	0	0
ACADM	0	1	0	2
DLSTP1	14	21	12	17
RABGGTB	1	0	0	0
SNORD45C	0	0	0	0
SNORD45A	0	0	0	0
SNORD45B	0	0	0	0
MSH4	0	1	0	0
ASB17	0	0	1	0
LOC105378806	0	0	0	0
LOC101927342	0	0	0	0
ST6GALNAC3	0	0	0	0
LOC105378807	0	0	0	0
LINC02567	0	0	0	0
ST6GALNAC5	0	0	0	0
MIR7156	0	0	0	0
PIGK	0	0	1	1
LOC105378808	0	0	0	0
AK5	0	1	0	0
ZZZ3	1	2	0	0
USP33	0	0	1	3
MIGA1	0	0	0	0
NEXN-AS1	1	1	0	1
NEXN	797	616	754	663
FUBP1	5	4	11	6
DNAJB4	2	0	3	2
GIPC2	2	0	0	2
LOC107984997	1	0	0	0
MGC27382	0	0	0	0
PTGFR	0	0	0	0
IFI44L	0	0	0	0
IFI44	0	0	0	0
ADGRL4	0	0	0	0
LOC107984998	0	0	0	0
LOC105378810	0	0	0	0
LOC105378812	0	0	0	0
LOC105378811	0	0	0	0
LINC02792	0	0	0	0
LINC01781	0	0	0	0
LOC105378813	0	0	0	0
LOC107985018	0	0	0	0
ADGRL2	0	0	0	0
LOC101927434	0	0	0	0
LOC105378814	0	0	0	0
LOC107985396	0	0	0	0
LINC01362	0	0	0	0
LINC01361	0	0	0	0
LOC107985037	0	0	0	0
LOC105378816	0	0	0	0
LINC01712	0	0	0	0
LOC107985043	0	0	0	0
LINC01725	0	0	0	0
LOC101927560	0	0	0	0
LOC107985041	1	0	0	0
TTLL7	0	0	0	0
PRKACB	1	0	1	1
LOC107985046	0	4	0	1
LOC112268230	2	0	1	1
SAMD13	1	3	2	2
UOX	1	6	2	7
DNASE2B	0	0	0	0
RPF1	93	68	61	103
GNG5	4	4	2	6
SPATA1	117	76	95	83
CTBS	1	1	0	2
LOC105378819	0	0	0	0
LINC01461	0	0	0	0
LINC01555	0	0	0	0
SSX2IP	1	1	0	0
LOC102724892	0	0	0	0
LPAR3	0	0	0	1
MCOLN2	1	1	0	0
MCOLN3	0	4	0	2
DNAI3	0	0	0	2
MIR4423	0	0	0	0
SYDE2	0	0	0	0
LOC105378821	0	1	0	0
C1orf52	0	1	0	0
BCL10	5	1	0	0
LOC646626	144	135	151	112
DDAH1	3	4	10	8
LOC107985054	0	0	0	0
CCN1	0	0	0	0
LOC107985057	0	0	0	0
LOC112268231	5	6	3	1
ZNHIT6	0	1	0	1
LOC105378823	0	0	0	0
COL24A1	0	0	0	0
LINC02795	0	0	0	0
LOC105378825	0	0	0	0
ODF2L	0	1	1	0
MIR7856	0	0	0	0
CLCA2	0	0	0	0
CLCA1	0	0	0	0
LOC105378827	0	0	0	0
LOC105378826	0	0	0	0
CLCA4	0	0	1	1
CLCA4-AS1	0	1	0	3
CLCA3P	0	0	0	0
SH3GLB1	1	5	9	4
LOC105378831	0	0	0	0
SELENOF	5	1	1	7
HS2ST1	0	1	0	2
LINC01140	0	0	0	0
LINC02801	0	0	0	0
LMO4	0	1	0	3
LINC01364	0	1	1	0
LOC105378833	0	0	0	0
LOC105378834	0	0	0	0
LOC107985408	0	0	0	0
LOC105378835	0	0	0	0
LOC107985518	0	0	0	0
LINC01773	0	0	0	0
LOC101927871	0	0	0	0
LOC105378836	0	0	0	0
LOC105378839	0	0	0	0
PKN2-AS1	0	0	0	0
LOC105378838	0	0	0	0
PKN2	3	2	2	0
GTF2B	0	3	0	1
KYAT3	0	0	0	0
RBMXL1	0	0	0	0
GBP3	0	1	1	2
LOC105378841	0	0	0	0
GBP1	1	1	0	2
GBP2	1	0	2	2
LOC112268267	4	8	4	15
LOC105378842	0	0	0	0
GBP7	0	0	0	0
GBP4	0	0	0	0
LOC107985076	0	0	0	0
LOC105378843	0	0	0	0
GBP5	0	0	0	0
LOC729930	0	0	0	0
GBP6	0	0	0	0
GBP1P1	0	0	1	1
LOC105378844	0	0	0	0
LRRC8B	1	5	6	1
LRRC8C	2	1	3	1
LRRC8C-DT	1	0	0	0
LOC107985743	0	0	0	0
LOC101927952	1	2	0	2
LOC107985744	0	0	0	0
LOC101927975	0	0	0	0
LRRC8D	4	1	0	0
LOC105378847	0	1	0	0
GEMIN8P4	0	3	1	2
ZNF326	4	0	0	5
LOC105378848	0	0	0	0
LOC105378849	0	0	0	0
LOC107985088	37	15	42	48
LOC105378850	0	0	0	0
LOC105378851	0	0	0	0
LINC02787	0	0	0	0
SNORD3G	0	0	0	0
BARHL2	0	0	0	0
LINC02609	0	0	0	0
LINC02788	0	1	1	0
LINC01763	0	0	0	0
ZNF644	1	1	2	2
HFM1	0	0	0	0
LOC107985412	0	0	0	0
LOC107985417	0	0	0	0
LOC105378856	0	0	0	0
CDC7	1	0	0	1
LOC102723436	1	4	1	0
TGFBR3	0	0	0	1
BRDT	0	0	0	0
EPHX4	1	0	2	0
SETSIP	0	0	0	0
BTBD8	0	0	0	0
C1orf146	1	1	2	0
GLMN	5	3	3	7
RPAP2	0	0	1	1
GFI1	0	0	0	0
EVI5	1	0	0	0
RPL5	8	10	13	24
DIPK1A	44	32	17	31
SNORD21	1	0	0	0
SNORA66	0	0	1	0
MTF2	0	0	1	0
TMED5	6	3	10	12
CCDC18	182	183	153	130
LOC107985521	0	0	0	0
CCDC18-AS1	0	0	0	0
DR1	0	1	1	1
FNBP1L	3	2	2	8
TRC-GCA7-1	0	1	0	2
BCAR3	39	44	35	34
BCAR3-AS1	22	19	17	16
LOC102723480	0	0	0	0
MIR760	0	2	0	0
TRR-TCT1-1	0	0	0	0
DNTTIP2	1	0	1	1
GCLM	2	1	0	0
ABCA4	0	0	0	0
LOC105378858	0	0	0	0
ARHGAP29	0	0	1	0
ARHGAP29-AS1	0	0	0	0
LOC105378859	0	0	0	0
ABCD3	2	2	1	4
F3	0	1	0	0
MIR12133	0	0	0	0
LOC105378861	2	8	6	13
SLC44A3-AS1	1	2	0	0
LOC105378860	0	0	0	0
MIR378G	0	0	0	0
SLC44A3	3	4	10	3
CNN3	2	4	4	0
CNN3-DT	0	2	0	0
ALG14	0	0	0	0
LOC105378863	1	1	0	2
ALG14-AS1	0	1	0	0
TLCD4	0	0	0	2
TLCD4-RWDD3	0	0	0	0
LOC101928118	0	0	3	0
RWDD3	0	0	0	0
LINC01760	0	0	0	0
LOC105378864	0	0	0	0
LOC105379825	0	0	0	0
LINC01650	0	0	0	0
LOC107985420	0	0	0	0
LINC01761	0	0	0	0
LINC02607	0	0	0	0
LOC101928219	0	0	0	0
LINC02790	0	0	0	0
LINC01787	0	0	0	0
LOC105378866	0	0	0	0
PTBP2	0	0	0	0
DPYD	0	0	0	0
DPYD-AS1	0	0	0	0
LOC105378867	0	0	0	0
DPYD-AS2	0	0	0	0
LINC01930	0	0	0	0
MIR137HG	0	0	0	0
MIR2682	0	0	0	0
MIR137	0	0	0	0
LINC01776	0	0	0	0
SNX7	30	10	29	17
PLPPR5	0	0	0	0
LOC100129620	0	0	0	0
PLPPR4	0	0	0	0
LOC107985093	0	0	0	0
LINC01708	0	0	0	0
PALMD	0	0	0	0
FRRS1	0	0	0	0
AGL	0	1	1	2
SLC35A3	8	8	9	10
MFSD14A	0	0	0	3
SASS6	317	212	236	267
TRMT13	6	1	0	1
LRRC39	48	50	50	63
DBT	1	1	0	0
RTCA-AS1	1	0	0	0
RTCA	0	0	1	1
MIR553	0	0	0	0
CDC14A	0	0	0	0
LOC105379827	0	1	1	0
GPR88	0	0	0	0
LINC01349	0	0	0	0
VCAM1	0	0	0	0
EXTL2	8	5	3	5
SLC30A7	1	2	1	1
DPH5	433	433	379	463
LOC102606465	0	2	3	1
LOC107985094	0	0	0	0
LOC101928334	0	0	0	0
LOC101928370	0	0	0	0
S1PR1	0	0	0	0
LOC102723784	0	0	0	0
LINC01307	0	0	0	0
LINC01709	0	0	0	0
OLFM3	0	0	0	0
DNAJA1P5	0	0	0	0
LOC107985095	0	0	0	0
LOC105378874	0	0	0	0
LOC112268286	0	0	0	0
LOC107985096	0	0	0	0
COL11A1	0	0	0	0
LOC101928436	0	0	0	0
RNPC3	0	0	0	0
AMY2B	0	0	0	0
ACTG1P4	0	0	0	0
AMY2A	0	0	0	0
AMY1A	0	0	0	0
AMY1B	0	0	0	0
LOC105378878	0	0	0	0
AMY1C	0	0	0	0
LOC100129138	0	0	0	0
LOC105378879	0	0	0	0
LOC105378880	0	0	0	0
LOC105378881	0	0	0	0
LINC01676	0	0	0	0
LOC105378882	0	0	0	0
LOC105378883	0	0	0	0
LINC01677	0	0	0	0
LOC107985116	0	0	0	0
LOC105378886	0	0	0	0
LOC105378885	0	0	0	0
LOC105378887	0	0	0	0
LINC01661	0	0	0	0
LOC105378888	0	0	0	0
PRMT6	0	0	0	0
NTNG1	0	0	0	0
VAV3	0	1	1	0
MIR7852	0	0	0	0
VAV3-AS1	0	0	0	0
LINC02785	0	0	0	0
SLC25A24	0	0	0	0
NBPF4	0	0	0	0
NBPF6	0	0	0	0
FAM102B	1	3	0	2
HENMT1	4	0	1	2
LOC105378890	0	0	0	0
PRPF38B	19	15	6	22
FNDC7	0	0	0	0
STXBP3	0	0	0	0
LOC105378891	0	0	0	0
AKNAD1	0	0	0	0
SPATA42	0	0	0	0
LOC107985159	0	0	0	0
GPSM2	277	334	267	334
CLCC1	354	206	316	211
WDR47	0	0	1	0
TAF13	0	0	0	0
TMEM167B-DT	0	0	0	0
TMEM167B	1	0	0	2
SCARNA2	0	0	0	0
C1orf194	2	3	4	1
ELAPOR1	4	2	0	1
SARS1	1	5	0	2
CELSR2	1	1	1	1
PSRC1	0	0	0	0
MYBPHL	0	0	0	0
SORT1	4	1	2	0
PSMA5	0	1	0	1
SYPL2	0	0	0	0
ATXN7L2	0	0	0	0
CYB561D1	0	0	0	0
AMIGO1	0	0	0	0
LOC105378893	0	0	0	0
GPR61	3	1	1	0
GNAI3	1	0	1	2
MIR197	0	0	0	0
GNAT2	16	30	19	13
AMPD2	0	0	0	1
GSTM4	0	0	0	0
GSTM2	1	0	0	0
GSTM1	0	0	3	0
GSTM5	0	0	0	0
GSTM3	4	0	0	0
EPS8L3	3	1	1	2
LINC01768	0	0	0	0
CSF1	0	0	0	0
AHCYL1	0	1	0	1
STRIP1	0	1	0	1
LOC105378895	0	0	0	0
ALX3	51	42	28	26
LINC01397	0	0	0	0
UBL4B	0	0	0	0
SLC6A17	0	0	0	0
SLC6A17-AS1	0	0	0	0
LINC02586	0	0	0	0
KCNC4	0	0	0	0
RBM15-AS1	0	0	0	0
RBM15	4	0	0	1
SLC16A4	5	2	3	3
LAMTOR5	3	0	2	4
LAMTOR5-AS1	1	1	0	0
PROK1	0	0	0	0
LOC105378899	0	0	0	0
LOC105378898	0	0	0	0
CYMP	0	0	0	0
CYMP-AS1	0	0	0	0
KCNA10	0	0	0	0
KCNA2	0	0	0	0
LOC107985174	0	0	0	0
KCNA3	0	0	0	0
LOC105378901	0	0	0	0
CD53	0	0	1	0
LRIF1	2	1	2	4
DRAM2	6	5	4	0
CEPT1	70	56	78	68
DENND2D	0	0	1	3
LOC107985180	0	1	2	0
CHI3L2	0	0	0	0
CHIAP2	0	0	0	0
CHIA	0	0	0	0
LOC105378903	0	0	0	0
PIFO	0	0	0	0
LOC105378904	0	0	0	0
PGBP	0	0	0	0
OVGP1	0	0	0	0
WDR77	0	0	1	1
ATP5PB	0	3	1	2
C1orf162	0	0	0	0
TMIGD3	0	0	0	0
ADORA3	0	0	0	0
RAP1A	3	3	3	6
LINC01160	0	0	0	0
LOC107985184	8	12	8	11
INKA2	4	5	3	2
INKA2-AS1	0	0	0	0
LOC101928718	0	1	0	1
DDX20	1	0	0	0
KCND3	3	1	2	4
KCND3-IT1	0	0	0	0
KCND3-AS1	0	0	0	0
LINC01750	0	0	0	0
LOC105378906	0	0	0	0
LINC02884	0	0	0	0
CTTNBP2NL	0	0	0	0
MIR4256	0	0	3	0
WNT2B	119	110	68	89
ST7L	135	105	136	129
CAPZA1	2	1	3	0
MOV10	985	668	765	721
RHOC	76	38	51	50
PPM1J	0	0	0	0
PPM1J-DT	0	0	0	0
TAFA3	0	0	0	0
LINC01356	0	0	0	0
LINC01357	0	0	0	0
LOC105378911	0	0	0	1
MIR11399	0	0	0	0
SLC16A1	0	0	0	0
AKR7A2P1	0	0	0	0
SLC16A1-AS1	0	0	0	0
LOC107985189	0	0	0	0
LRIG2-DT	0	0	0	0
LRIG2	0	0	3	1
LOC643441	0	0	0	0
MAGI3	1	1	1	2
PHTF1	5	3	3	4
RSBN1	0	0	0	0
AP4B1-AS1	124	89	74	96
PTPN22	0	0	0	0
BCL2L15	0	0	0	0
AP4B1	1	0	0	0
DCLRE1B	14	13	12	15
HIPK1-AS1	1	0	1	0
HIPK1	0	1	1	4
OLFML3	0	0	0	0
SYT6	0	0	0	0
LOC107985443	0	0	0	0
TRIM33	0	0	0	0
LOC105378913	0	0	0	0
BCAS2	0	1	0	0
LOC105378914	1	0	0	0
DENND2C	0	0	0	0
AMPD1	0	0	0	0
NRAS	1	0	0	1
CSDE1	2	0	3	5
SIKE1	0	0	0	0
SYCP1	0	0	0	0
LOC105378915	0	0	0	0
TSHB	0	0	0	0
TSPAN2	0	0	0	0
LINC01765	0	0	0	0
NGF-AS1	0	0	0	0
NGF	0	0	0	0
LOC112268234	0	0	0	0
LOC112268287	0	0	0	0
VANGL1	0	1	0	0
CASQ2	0	0	0	0
NHLH2	0	0	0	0
LINC01649	0	0	0	0
LOC101928977	0	0	0	0
SLC22A15	0	0	0	0
MAB21L3	0	0	0	0
LOC105378918	1	0	0	0
LINC01779	0	0	0	0
LOC105378919	0	0	0	0
LOC105378920	0	0	0	0
ATP1A1	27	18	25	18
ATP1A1-AS1	2216	1992	1436	1956
LINC01762	0	0	0	0
LOC112268235	14	17	14	9
CD58	0	0	0	0
LOC105378925	7	1	1	2
MIR548AC	0	0	0	0
IGSF3	0	0	0	1
LOC105378924	0	0	0	0
MIR320B1	0	0	0	0
LINC02868	0	0	0	0
LOC105378926	0	0	0	0
CD2	0	0	0	0
LOC105378927	0	0	0	0
PTGFRN	2	4	0	2
CD101	4	1	3	4
LOC101929099	5	2	3	3
TTF2	1	0	1	1
MIR942	0	0	0	0
TRIM45	10	7	26	11
VTCN1	0	0	0	0
LINC01525	0	0	0	0
MAN1A2	0	0	0	1
LOC100996263	0	0	0	0
TENT5C	0	0	0	1
LOC105378929	0	0	0	0
GDAP2	2	1	5	2
